temperature,humidity,wind_speed,precipitation,cloud_cover,atmospheric_pressure,season,visibility,location,weather
21.0,64.0,20.0,67.0,partly cloudy,1019.44,Autumn,2.5,inland,Rainy
43.0,59.0,1.5,5.0,clear,1012.11,Autumn,6.0,coastal,Sunny
15.0,74.0,0.5,14.0,partly cloudy,1010.49,Autumn,7.0,inland,Cloudy
-8.0,87.0,19.5,60.0,partly cloudy,996.69,Winter,4.0,mountain,Snowy
16.0,68.0,13.0,32.0,partly cloudy,1009.79,Winter,8.0,inland,Cloudy
7.0,65.0,15.0,,overcast,1099.14,Summer,11.0,inland,Sunny
20.0,51.0,6.0,,partly cloudy,1028.24,Winter,7.5,coastal,Sunny
17.0,55.0,4.5,25.0,partly cloudy,1019.24,Spring,9.0,coastal,Cloudy
37.0,20.0,3.5,5.0,clear,1016.37,Winter,7.0,coastal,Sunny
,88.0,27.0,,partly cloudy,1018.77,Winter,9.5,inland,Cloudy
2.0,72.0,11.5,,overcast,991.57,Winter,2.0,inland,Snowy
,24.0,6.5,,partly cloudy,1011.47,Summer,10.0,coastal,Sunny
4.0,77.0,14.0,74.0,overcast,998.76,Winter,2.0,mountain,Snowy
30.0,46.0,3.5,66.0,partly cloudy,932.65,Summer,16.5,mountain,Sunny
19.0,25.0,7.0,71.0,overcast,806.42,Winter,3.5,mountain,Rainy
30.0,0.0,9.0,2.0,partly cloudy,1027.38,Spring,7.5,coastal,Sunny
24.0,68.0,7.0,,partly cloudy,1003.7,Winter,5.0,mountain,Cloudy
31.0,69.0,3.0,28.0,partly cloudy,1009.47,Winter,5.0,mountain,Cloudy
10.0,60.0,0.0,18.0,overcast,1001.58,Autumn,7.5,inland,Cloudy
19.0,60.0,11.0,,partly cloudy,1013.28,Winter,5.0,inland,Cloudy
,,,,,,,,,Sunny
2.0,99.0,12.0,,overcast,984.42,Winter,3.5,mountain,Snowy
30.0,0.0,9.0,3.0,clear,1020.46,Autumn,7.5,inland,Sunny
,58.0,,,,,,,,Sunny
,81.0,20.0,60.0,overcast,987.25,Winter,1.0,inland,Snowy
12.0,37.0,1.0,,cloudy,1061.56,Autumn,4.0,inland,Rainy
,86.0,18.0,76.0,partly cloudy,1018.21,Autumn,1.0,mountain,Rainy
-12.0,35.0,9.5,,cloudy,941.76,Spring,9.5,inland,Sunny
28.0,68.0,5.5,,partly cloudy,932.32,Spring,11.5,coastal,Cloudy
19.0,61.0,7.5,,overcast,1000.13,Spring,4.0,mountain,Rainy
25.0,88.0,6.0,72.0,overcast,993.38,Winter,4.0,coastal,Rainy
22.0,0.0,3.5,14.0,clear,1013.31,Autumn,7.5,inland,Sunny
-5.0,79.0,17.0,,overcast,989.79,Winter,4.5,inland,Snowy
32.0,57.0,9.0,8.0,clear,1028.8,Spring,8.0,inland,Sunny
0.0,90.0,1.0,97.0,overcast,982.99,Winter,2.5,inland,Snowy
16.0,74.0,20.0,,overcast,1015.94,Summer,6.0,inland,Rainy
,26.0,13.5,73.0,cloudy,924.1,Winter,16.5,mountain,Snowy
45.0,75.0,8.5,77.0,clear,1012.31,Summer,3.5,coastal,Sunny
,27.0,3.0,,clear,1011.02,Summer,7.5,coastal,Sunny
11.0,55.0,7.5,48.0,overcast,1004.88,Winter,7.5,inland,Cloudy
27.0,62.0,0.0,6.0,clear,1016.89,Summer,8.5,inland,Sunny
,70.0,14.5,,partly cloudy,1010.39,Winter,7.5,coastal,Cloudy
13.0,94.0,5.5,99.0,partly cloudy,1006.07,Winter,2.0,coastal,Rainy
-3.0,106.0,42.0,74.0,overcast,994.83,Winter,1.0,inland,Snowy
102.0,99.0,2.0,,clear,1012.16,Winter,8.0,coastal,Sunny
4.0,93.0,17.0,50.0,overcast,980.67,Winter,3.5,inland,Snowy
,89.0,3.0,91.0,overcast,1018.46,Spring,4.5,mountain,Cloudy
31.0,67.0,4.0,19.0,clear,1025.06,Summer,7.5,coastal,Sunny
2.0,67.0,14.0,,overcast,990.71,Winter,1.5,mountain,Snowy
31.0,33.0,8.0,14.0,clear,1013.31,Spring,5.5,inland,Sunny
18.0,49.0,8.0,,overcast,1194.97,Spring,15.5,mountain,Sunny
7.0,57.0,11.5,61.0,overcast,1045.59,Summer,1.5,inland,Cloudy
20.0,76.0,16.5,,overcast,1000.91,Autumn,5.0,coastal,Rainy
,86.0,12.5,68.0,overcast,986.21,Winter,2.0,mountain,Snowy
17.0,35.0,4.5,,overcast,1134.21,Autumn,9.0,mountain,Snowy
63.0,96.0,8.0,,clear,1014.43,Summer,12.0,coastal,Sunny
-3.0,38.0,5.5,,overcast,874.12,Spring,10.5,mountain,Rainy
,,,,,,,,,Sunny
10.0,97.0,17.5,,overcast,1001.01,Spring,1.5,inland,Rainy
62.0,105.0,14.5,84.0,overcast,991.01,Autumn,3.5,coastal,Rainy
25.0,82.0,9.0,55.0,overcast,1010.1,Spring,5.0,mountain,Rainy
,105.0,15.5,,overcast,1018.38,Winter,5.0,inland,Cloudy
18.0,67.0,7.0,10.0,partly cloudy,1003.56,Winter,7.0,mountain,Cloudy
11.0,67.0,1.5,40.0,partly cloudy,1015.32,Spring,8.0,inland,Cloudy
-4.0,96.0,2.5,,overcast,996.08,Winter,3.5,mountain,Snowy
,66.0,8.0,13.0,clear,1017.12,Winter,9.5,mountain,Sunny
,50.0,8.5,,clear,1010.84,Spring,9.0,inland,Sunny
,95.0,21.5,98.0,overcast,1003.27,Spring,2.5,coastal,Rainy
20.0,58.0,14.0,,overcast,1007.02,Spring,8.0,coastal,Cloudy
,60.0,12.0,,overcast,989.71,Winter,3.5,inland,Snowy
13.0,70.0,6.0,71.0,overcast,1012.66,Spring,9.5,coastal,Cloudy
59.0,81.0,15.0,82.0,clear,1019.34,Spring,1.0,coastal,Sunny
-4.0,54.0,13.0,,cloudy,1167.29,Spring,11.5,inland,Cloudy
3.0,60.0,4.0,78.0,overcast,992.41,Winter,3.5,inland,Snowy
29.0,73.0,4.5,12.0,cloudy,884.69,Spring,11.5,coastal,Sunny
-14.0,44.0,8.5,55.0,partly cloudy,1198.85,Summer,12.0,coastal,Rainy
0.0,62.0,9.0,55.0,overcast,989.6,Winter,2.5,mountain,Snowy
,75.0,5.0,13.0,partly cloudy,1000.19,Winter,7.0,coastal,Cloudy
38.0,61.0,5.0,,partly cloudy,1020.12,Winter,8.5,inland,Sunny
20.0,81.0,8.5,88.0,partly cloudy,1019.1,Summer,0.5,coastal,Rainy
30.0,28.0,6.5,,clear,1019.73,Summer,7.5,coastal,Sunny
29.0,75.0,0.5,43.0,partly cloudy,1008.0,Autumn,6.0,coastal,Cloudy
26.0,65.0,5.5,11.0,partly cloudy,1028.22,Summer,6.0,inland,Sunny
,67.0,8.0,70.0,partly cloudy,992.14,Summer,3.0,mountain,Rainy
1.0,21.0,8.5,27.0,partly cloudy,874.59,Winter,4.0,mountain,Cloudy
-14.0,28.0,8.0,14.0,partly cloudy,824.37,Spring,19.5,mountain,Rainy
72.0,83.0,4.0,,partly cloudy,1023.7,Winter,7.5,mountain,Sunny
25.0,63.0,2.0,70.0,overcast,1010.96,Summer,12.0,mountain,Sunny
34.0,34.0,6.0,4.0,clear,1016.75,Autumn,8.5,inland,Sunny
17.0,91.0,5.5,74.0,overcast,1013.94,Spring,7.5,coastal,Cloudy
34.0,78.0,9.5,21.0,partly cloudy,1006.1,Winter,8.0,inland,Cloudy
30.0,0.0,8.0,16.0,clear,1028.35,Summer,6.5,mountain,Sunny
,50.0,4.5,10.0,partly cloudy,1012.9,Summer,10.0,coastal,Sunny
35.0,59.0,2.0,3.0,clear,1026.61,Summer,5.0,coastal,Sunny
,34.0,3.5,92.0,overcast,1119.7,Summer,4.5,inland,Cloudy
46.0,92.0,5.5,93.0,partly cloudy,1011.82,Winter,5.0,coastal,Sunny
34.0,102.0,1.0,,partly cloudy,1013.06,Spring,1.0,mountain,Sunny
11.0,66.0,6.0,49.0,partly cloudy,1015.45,Spring,5.0,coastal,Cloudy
-4.0,97.0,2.0,69.0,overcast,990.56,Winter,2.0,mountain,Snowy
17.0,77.0,19.0,99.0,overcast,1012.55,Summer,2.0,inland,Rainy
,62.0,,,,,,,,Sunny
24.0,78.0,14.5,96.0,partly cloudy,996.39,Summer,2.5,coastal,Rainy
,65.0,12.0,,overcast,1019.31,Summer,8.5,mountain,Cloudy
17.0,71.0,12.0,47.0,partly cloudy,1015.17,Spring,5.0,coastal,Cloudy
,91.0,9.5,82.0,partly cloudy,991.4,Winter,1.0,mountain,Snowy
26.0,62.0,6.0,20.0,overcast,1017.91,Summer,7.0,inland,Cloudy
31.0,74.0,14.0,,partly cloudy,1008.74,Summer,8.0,coastal,Cloudy
43.0,0.0,6.5,,clear,1023.34,Spring,7.0,mountain,Sunny
-4.0,56.0,6.0,25.0,overcast,1194.1,Spring,8.0,inland,Cloudy
14.0,79.0,11.5,,partly cloudy,1002.5,Autumn,7.5,mountain,Cloudy
28.0,78.0,16.5,65.0,partly cloudy,1015.87,Spring,3.0,coastal,Rainy
2.0,78.0,11.5,59.0,overcast,991.02,Winter,1.5,inland,Snowy
12.0,78.0,8.5,83.0,overcast,1010.53,Summer,4.5,coastal,Rainy
30.0,107.0,5.0,,partly cloudy,1018.29,Summer,2.0,inland,Sunny
,43.0,5.0,15.0,partly cloudy,1014.66,Summer,6.5,inland,Sunny
-3.0,24.0,11.0,,overcast,954.12,Spring,19.5,inland,Rainy
6.0,82.0,28.0,,overcast,990.96,Winter,0.5,inland,Snowy
28.0,64.0,2.5,,partly cloudy,1013.27,Autumn,6.0,inland,Cloudy
24.0,49.0,6.0,8.0,clear,1017.22,Winter,6.0,inland,Sunny
,55.0,0.0,,partly cloudy,1006.11,Autumn,7.0,mountain,Cloudy
22.0,98.0,9.5,,partly cloudy,1017.2,Spring,3.5,mountain,Rainy
11.0,78.0,19.0,64.0,overcast,1018.65,Summer,2.0,inland,Rainy
,82.0,8.0,76.0,overcast,999.51,Winter,2.0,inland,Snowy
42.0,65.0,1.5,,clear,1017.02,Autumn,6.0,inland,Sunny
5.0,93.0,1.0,77.0,overcast,987.36,Winter,2.0,mountain,Snowy
34.0,60.0,11.5,55.0,overcast,1018.05,Summer,1.5,inland,Rainy
22.0,59.0,14.0,,partly cloudy,1013.96,Winter,7.0,inland,Cloudy
,64.0,4.5,3.0,clear,1018.92,Spring,7.0,coastal,Sunny
60.0,81.0,21.0,92.0,overcast,1001.0,Autumn,2.5,mountain,Rainy
,76.0,27.5,,overcast,1010.9,Autumn,5.5,inland,Rainy
-7.0,0.0,3.0,85.0,overcast,995.55,Winter,1.5,mountain,Snowy
30.0,87.0,15.5,70.0,overcast,993.64,Summer,4.0,coastal,Rainy
16.0,77.0,14.5,,partly cloudy,1019.1,Summer,8.0,mountain,Cloudy
24.0,84.0,17.0,,overcast,1005.96,Autumn,4.0,coastal,Rainy
14.0,56.0,1.0,22.0,partly cloudy,1001.8,Winter,6.0,inland,Cloudy
29.0,57.0,8.5,0.0,clear,1015.11,Autumn,6.5,inland,Sunny
34.0,70.0,4.5,13.0,partly cloudy,1015.61,Autumn,8.0,coastal,Cloudy
,20.0,1.0,3.0,clear,1011.04,Autumn,6.0,mountain,Sunny
,,13.5,,,,,,,Cloudy
38.0,26.0,8.0,12.0,partly cloudy,1028.86,Spring,5.5,mountain,Sunny
25.0,22.0,8.0,9.0,clear,1016.91,Autumn,6.0,mountain,Sunny
17.0,74.0,11.0,98.0,clear,1025.21,Winter,0.5,coastal,Sunny
43.0,58.0,1.0,10.0,clear,1015.65,Autumn,9.5,inland,Sunny
,100.0,22.0,81.0,partly cloudy,993.51,Winter,2.5,inland,Snowy
32.0,59.0,6.5,,overcast,1018.88,Winter,9.0,inland,Cloudy
,66.0,7.5,,overcast,1007.45,Spring,7.0,coastal,Cloudy
15.0,70.0,13.5,,overcast,1011.42,Summer,6.0,inland,Cloudy
27.0,76.0,12.5,16.0,partly cloudy,1000.36,Autumn,8.0,inland,Cloudy
-17.0,0.0,3.0,11.0,partly cloudy,1052.77,Autumn,4.0,coastal,Sunny
,,,,overcast,,,,inland,Rainy
22.0,36.0,3.0,4.0,clear,1026.76,Spring,7.0,mountain,Sunny
20.0,74.0,5.0,15.0,partly cloudy,1005.22,Autumn,7.5,inland,Cloudy
53.0,0.0,13.5,91.0,overcast,1007.4,Spring,3.0,mountain,Cloudy
31.0,83.0,9.5,87.0,partly cloudy,1016.22,Summer,4.5,inland,Cloudy
,66.0,12.5,58.0,partly cloudy,1007.4,Summer,4.0,mountain,Rainy
,94.0,25.0,92.0,partly cloudy,1013.64,Winter,9.0,mountain,Cloudy
27.0,33.0,14.0,,overcast,1082.13,Summer,18.0,coastal,Snowy
,77.0,2.5,,partly cloudy,1012.44,Summer,8.0,inland,Cloudy
27.0,67.0,8.0,,clear,1022.07,Summer,5.0,coastal,Sunny
30.0,0.0,4.0,,partly cloudy,1016.96,Spring,7.5,coastal,Sunny
33.0,74.0,3.5,34.0,partly cloudy,1009.8,Winter,7.5,mountain,Cloudy
31.0,60.0,9.5,26.0,overcast,1005.45,Winter,9.0,mountain,Cloudy
,25.0,1.5,89.0,partly cloudy,1177.12,Autumn,7.0,coastal,Cloudy
15.0,84.0,19.0,70.0,overcast,1016.44,Summer,3.5,mountain,Rainy
-3.0,100.0,17.0,77.0,overcast,989.35,Winter,4.0,inland,Snowy
0.0,0.0,12.0,54.0,partly cloudy,993.54,Winter,1.5,mountain,Snowy
,78.0,11.0,58.0,overcast,987.61,Winter,4.5,mountain,Snowy
,90.0,19.0,,partly cloudy,1003.62,Winter,1.5,mountain,Rainy
-2.0,98.0,4.0,,overcast,984.03,Winter,1.5,inland,Snowy
37.0,59.0,7.5,12.0,clear,1010.09,Winter,9.0,inland,Sunny
44.0,56.0,6.0,11.0,clear,1011.42,Autumn,6.0,coastal,Sunny
30.0,22.0,2.5,15.0,partly cloudy,1024.91,Autumn,6.0,inland,Sunny
-4.0,89.0,29.5,103.0,overcast,989.59,Winter,1.5,mountain,Snowy
2.0,69.0,15.5,,overcast,983.0,Winter,1.5,inland,Snowy
2.0,,,,,,,,,Sunny
-8.0,92.0,2.5,70.0,overcast,988.9,Winter,4.5,inland,Snowy
6.0,74.0,1.5,69.0,cloudy,1164.08,Spring,7.5,mountain,Sunny
34.0,68.0,7.0,45.0,partly cloudy,1008.45,Spring,8.5,coastal,Cloudy
0.0,90.0,4.0,,overcast,988.33,Winter,3.0,inland,Snowy
-1.0,82.0,21.5,97.0,partly cloudy,997.75,Winter,3.5,mountain,Snowy
33.0,58.0,7.0,44.0,overcast,1018.04,Winter,5.5,mountain,Cloudy
-7.0,98.0,30.0,86.0,overcast,985.11,Winter,1.0,inland,Snowy
24.0,87.0,38.0,86.0,partly cloudy,1004.15,Spring,2.5,inland,Rainy
22.0,32.0,5.0,6.0,partly cloudy,1014.7,Spring,6.0,coastal,Sunny
,94.0,15.0,73.0,overcast,1010.84,Autumn,3.5,mountain,Rainy
42.0,66.0,5.0,2.0,clear,1014.78,Winter,6.0,coastal,Sunny
,48.0,8.5,17.0,clear,1018.37,Winter,9.5,inland,Sunny
-7.0,99.0,19.5,51.0,overcast,992.7,Winter,1.5,mountain,Snowy
3.0,89.0,1.5,56.0,overcast,996.99,Winter,3.0,mountain,Snowy
44.0,25.0,7.5,7.0,clear,1012.44,Spring,5.5,inland,Sunny
13.0,80.0,1.0,,partly cloudy,1018.53,Autumn,5.5,mountain,Cloudy
42.0,45.0,2.0,,clear,1024.3,Summer,9.0,coastal,Sunny
-6.0,88.0,8.5,96.0,overcast,992.61,Winter,2.5,inland,Snowy
21.0,0.0,8.0,44.0,partly cloudy,1006.7,Autumn,8.5,coastal,Cloudy
-6.0,63.0,7.0,,overcast,998.64,Winter,3.0,mountain,Snowy
15.0,87.0,18.5,85.0,overcast,1000.27,Winter,4.0,coastal,Rainy
7.0,72.0,23.5,,overcast,1011.5,Winter,3.0,inland,Rainy
,69.0,3.5,12.0,partly cloudy,1003.66,Autumn,7.0,coastal,Cloudy
17.0,20.0,0.0,55.0,partly cloudy,1064.25,Autumn,4.0,mountain,Cloudy
22.0,51.0,1.5,,overcast,1005.28,Winter,8.5,mountain,Cloudy
23.0,52.0,6.0,1.0,partly cloudy,1028.53,Summer,8.0,mountain,Sunny
,82.0,17.0,57.0,overcast,1006.01,Autumn,1.5,inland,Rainy
,69.0,14.5,32.0,partly cloudy,820.16,Autumn,17.0,coastal,Cloudy
10.0,71.0,11.5,39.0,partly cloudy,1013.32,Autumn,8.5,inland,Cloudy
15.0,98.0,15.0,91.0,partly cloudy,1012.91,Spring,5.0,coastal,Cloudy
35.0,20.0,4.0,,clear,1017.27,Autumn,7.5,mountain,Sunny
0.0,69.0,14.0,,cloudy,862.77,Autumn,14.0,mountain,Sunny
7.0,60.0,2.5,85.0,partly cloudy,877.83,Spring,7.0,mountain,Rainy
4.0,60.0,16.0,77.0,partly cloudy,985.44,Winter,5.0,mountain,Snowy
29.0,31.0,6.0,0.0,clear,1027.93,Summer,10.0,coastal,Sunny
50.0,106.0,13.5,84.0,clear,1014.2,Autumn,2.5,mountain,Sunny
23.0,63.0,6.5,,clear,1019.35,Autumn,6.5,mountain,Sunny
12.0,79.0,9.0,48.0,partly cloudy,1015.25,Winter,8.5,inland,Cloudy
-9.0,99.0,6.0,,overcast,992.69,Winter,4.5,mountain,Snowy
,32.0,1.5,17.0,clear,1025.71,Winter,10.0,coastal,Sunny
26.0,95.0,23.5,81.0,partly cloudy,1005.28,Winter,7.5,coastal,Cloudy
,99.0,16.0,50.0,partly cloudy,992.97,Autumn,2.5,coastal,Rainy
42.0,64.0,4.0,,clear,1027.25,Spring,10.0,inland,Sunny
32.0,81.0,28.0,95.0,partly cloudy,1001.64,Autumn,7.0,coastal,Cloudy
,56.0,3.0,,overcast,1091.51,Autumn,15.5,mountain,Rainy
29.0,57.0,4.5,6.0,partly cloudy,1014.72,Spring,7.0,coastal,Sunny
43.0,0.0,6.0,19.0,clear,1022.35,Summer,7.0,mountain,Sunny
5.0,91.0,47.0,,partly cloudy,995.03,Summer,2.5,coastal,Rainy
25.0,99.0,18.5,75.0,overcast,1002.6,Spring,1.0,coastal,Rainy
11.0,0.0,10.5,23.0,overcast,1013.21,Summer,7.5,inland,Cloudy
19.0,73.0,10.5,,overcast,1007.45,Autumn,2.5,mountain,Rainy
31.0,66.0,9.0,71.0,partly cloudy,1006.12,Autumn,4.0,mountain,Rainy
15.0,67.0,11.0,34.0,partly cloudy,1019.55,Autumn,6.0,mountain,Cloudy
26.0,66.0,12.0,,partly cloudy,993.93,Spring,1.0,coastal,Rainy
49.0,43.0,14.5,35.0,overcast,1037.61,Autumn,15.5,coastal,Sunny
,,,,overcast,,,,,Snowy
26.0,54.0,9.5,43.0,overcast,1001.76,Winter,7.0,inland,Cloudy
28.0,100.0,5.0,,clear,1017.73,Spring,5.0,coastal,Sunny
,73.0,11.0,106.0,overcast,1006.94,Spring,3.5,mountain,Cloudy
31.0,55.0,6.0,18.0,partly cloudy,1014.18,Spring,6.5,inland,Cloudy
11.0,75.0,14.5,84.0,overcast,1008.39,Spring,3.5,mountain,Rainy
-6.0,73.0,14.5,,overcast,987.06,Winter,3.5,inland,Snowy
16.0,63.0,16.0,71.0,overcast,993.72,Winter,4.5,inland,Rainy
22.0,78.0,14.5,13.0,partly cloudy,1010.45,Winter,8.0,mountain,Cloudy
18.0,0.0,8.0,95.0,overcast,1012.02,Spring,3.0,inland,Rainy
20.0,63.0,7.5,42.0,partly cloudy,1005.19,Spring,8.5,mountain,Cloudy
,,,,,,,,inland,Snowy
,78.0,7.0,42.0,partly cloudy,1006.6,Autumn,7.0,inland,Cloudy
9.0,77.0,7.5,30.0,cloudy,916.2,Spring,1.5,mountain,Cloudy
,61.0,7.5,89.0,overcast,994.64,Winter,2.5,inland,Snowy
-10.0,97.0,11.5,64.0,overcast,999.81,Winter,4.0,mountain,Snowy
,26.0,9.5,18.0,clear,1013.18,Summer,10.0,inland,Sunny
25.0,74.0,13.5,47.0,overcast,1012.54,Autumn,5.0,inland,Cloudy
-3.0,69.0,6.0,,overcast,996.94,Winter,2.0,mountain,Snowy
,,15.5,,overcast,,,,,Rainy
-9.0,88.0,10.0,,overcast,981.42,Winter,2.0,inland,Snowy
22.0,74.0,4.0,29.0,overcast,1002.58,Summer,7.5,coastal,Cloudy
-5.0,86.0,3.5,62.0,overcast,983.25,Winter,4.0,mountain,Snowy
61.0,87.0,29.0,101.0,overcast,1002.36,Winter,1.0,inland,Rainy
22.0,55.0,5.0,,partly cloudy,1001.54,Winter,6.5,coastal,Cloudy
,31.0,1.5,1.0,clear,1022.53,Summer,6.5,mountain,Sunny
,103.0,31.5,72.0,overcast,1007.65,Summer,6.5,inland,Cloudy
22.0,38.0,5.0,15.0,clear,1017.88,Spring,7.5,mountain,Sunny
,68.0,14.0,55.0,overcast,985.22,Winter,1.0,mountain,Snowy
1.0,70.0,5.0,73.0,overcast,989.16,Winter,2.0,inland,Snowy
12.0,96.0,11.0,73.0,partly cloudy,1016.6,Winter,1.0,coastal,Rainy
,79.0,11.5,76.0,overcast,994.69,Winter,3.5,mountain,Snowy
,90.0,5.0,97.0,overcast,993.93,Winter,0.5,inland,Snowy
13.0,62.0,12.0,75.0,overcast,993.08,Spring,5.0,inland,Rainy
43.0,39.0,4.0,12.0,partly cloudy,1028.27,Spring,6.0,mountain,Sunny
32.0,79.0,1.5,,partly cloudy,1011.24,Spring,8.0,inland,Cloudy
16.0,0.0,3.0,87.0,partly cloudy,1109.78,Summer,3.0,mountain,Sunny
17.0,67.0,17.0,,overcast,990.87,Summer,3.5,mountain,Rainy
38.0,103.0,33.5,86.0,overcast,1005.38,Summer,1.5,inland,Rainy
10.0,40.0,8.0,55.0,cloudy,1051.13,Winter,16.0,coastal,Rainy
-16.0,91.0,16.0,102.0,overcast,999.85,Winter,3.5,inland,Snowy
27.0,73.0,8.5,,partly cloudy,1007.85,Autumn,7.5,coastal,Cloudy
-10.0,0.0,3.5,66.0,overcast,995.96,Winter,1.5,inland,Snowy
33.0,71.0,4.0,12.0,partly cloudy,1004.19,Winter,5.5,mountain,Cloudy
39.0,48.0,7.5,,clear,1015.44,Winter,6.0,coastal,Sunny
43.0,63.0,4.5,8.0,clear,1023.27,Summer,9.5,coastal,Sunny
,,,,,995.6,,,,Snowy
63.0,89.0,28.0,99.0,partly cloudy,1007.06,Spring,1.0,mountain,Rainy
,70.0,16.5,,clear,1016.29,Summer,6.5,inland,Sunny
31.0,66.0,6.0,72.0,overcast,1006.23,Autumn,2.5,mountain,Rainy
60.0,97.0,12.0,109.0,partly cloudy,1020.01,Winter,7.5,inland,Sunny
41.0,50.0,5.0,0.0,clear,1027.11,Autumn,8.0,mountain,Sunny
33.0,95.0,31.5,,overcast,1007.9,Autumn,5.5,inland,Rainy
44.0,30.0,0.0,,partly cloudy,1010.13,Autumn,6.5,inland,Sunny
-8.0,89.0,12.0,,overcast,989.19,Winter,2.0,mountain,Snowy
27.0,69.0,13.0,,overcast,1009.5,Spring,7.5,inland,Cloudy
33.0,56.0,9.5,,clear,1011.47,Summer,6.0,coastal,Sunny
-1.0,91.0,24.5,,overcast,990.98,Winter,3.5,inland,Snowy
23.0,56.0,0.5,,partly cloudy,1019.95,Spring,6.5,inland,Cloudy
,,,,,,,,,Cloudy
-14.0,96.0,27.0,79.0,partly cloudy,981.15,Winter,1.0,inland,Snowy
11.0,79.0,12.0,56.0,overcast,1004.1,Winter,4.0,mountain,Rainy
,50.0,11.5,43.0,partly cloudy,1013.21,Winter,6.0,mountain,Cloudy
24.0,87.0,19.5,,overcast,998.14,Winter,1.0,coastal,Rainy
28.0,59.0,5.5,,clear,1013.58,Summer,8.5,mountain,Sunny
-5.0,80.0,12.5,71.0,overcast,981.15,Winter,3.5,mountain,Snowy
20.0,44.0,2.0,17.0,partly cloudy,1021.95,Spring,5.5,inland,Sunny
-2.0,72.0,28.0,89.0,overcast,987.03,Winter,1.5,mountain,Snowy
40.0,26.0,6.5,4.0,partly cloudy,1021.59,Spring,9.5,mountain,Sunny
11.0,69.0,13.5,13.0,partly cloudy,1007.53,Winter,6.0,coastal,Cloudy
15.0,59.0,6.5,17.0,partly cloudy,1012.81,Winter,8.5,inland,Cloudy
29.0,0.0,9.0,55.0,overcast,999.3,Winter,3.5,coastal,Rainy
35.0,22.0,4.0,7.0,clear,1024.64,Spring,8.5,inland,Sunny
,62.0,6.0,17.0,partly cloudy,1026.47,Autumn,10.0,mountain,Sunny
-2.0,93.0,12.0,84.0,overcast,988.76,Winter,2.5,mountain,Snowy
17.0,68.0,19.5,97.0,partly cloudy,1000.21,Spring,1.0,coastal,Rainy
,107.0,2.0,73.0,clear,1012.98,Summer,5.5,coastal,Sunny
28.0,75.0,10.0,48.0,partly cloudy,1006.67,Spring,6.5,mountain,Cloudy
-3.0,76.0,11.5,72.0,overcast,986.06,Winter,3.5,mountain,Snowy
25.0,69.0,5.5,,partly cloudy,1006.23,Summer,5.5,mountain,Cloudy
21.0,62.0,11.0,80.0,cloudy,979.58,Winter,11.5,inland,Sunny
35.0,68.0,1.0,0.0,clear,1026.9,Spring,8.0,mountain,Sunny
,49.0,4.5,12.0,clear,1027.6,Autumn,9.0,mountain,Sunny
-8.0,33.0,5.5,72.0,overcast,1021.91,Summer,15.0,coastal,Cloudy
-12.0,73.0,10.5,18.0,partly cloudy,968.94,Summer,17.0,coastal,Snowy
-6.0,78.0,20.0,74.0,overcast,986.62,Winter,2.5,inland,Snowy
,78.0,2.0,68.0,overcast,980.96,Winter,5.0,mountain,Snowy
-4.0,75.0,14.5,86.0,overcast,999.45,Winter,4.0,mountain,Snowy
40.0,48.0,0.5,,partly cloudy,1016.47,Summer,6.5,inland,Sunny
24.0,33.0,9.0,18.0,clear,1011.23,Autumn,7.5,coastal,Sunny
,57.0,6.5,35.0,partly cloudy,1008.55,Autumn,7.5,mountain,Cloudy
,95.0,20.0,82.0,overcast,992.15,Winter,1.0,inland,Rainy
,34.0,10.5,,overcast,868.69,Winter,5.0,mountain,Rainy
14.0,55.0,1.0,35.0,partly cloudy,1011.16,Summer,6.5,mountain,Cloudy
23.0,55.0,3.0,10.0,partly cloudy,1020.01,Winter,7.0,coastal,Sunny
20.0,51.0,6.5,,partly cloudy,807.2,Summer,9.0,coastal,Sunny
,78.0,13.0,,overcast,986.97,Winter,2.5,mountain,Snowy
65.0,93.0,16.0,81.0,clear,1025.75,Spring,3.0,coastal,Sunny
22.0,94.0,18.0,84.0,overcast,997.96,Summer,2.5,mountain,Rainy
38.0,39.0,9.5,11.0,clear,1021.81,Summer,9.0,coastal,Sunny
-8.0,0.0,1.0,99.0,overcast,985.05,Winter,1.0,inland,Snowy
1.0,99.0,7.5,77.0,partly cloudy,985.59,Winter,4.5,inland,Snowy
18.0,55.0,6.5,,partly cloudy,1005.98,Winter,8.5,mountain,Cloudy
,60.0,14.5,95.0,overcast,1001.15,Winter,3.5,inland,Rainy
,53.0,13.5,72.0,partly cloudy,1137.35,Spring,16.0,inland,Cloudy
28.0,51.0,14.0,31.0,partly cloudy,1018.67,Summer,8.5,inland,Cloudy
-8.0,89.0,8.0,91.0,overcast,986.67,Winter,2.5,inland,Snowy
,92.0,5.5,,partly cloudy,986.08,Winter,1.5,mountain,Snowy
-3.0,95.0,19.5,50.0,overcast,990.58,Winter,4.0,inland,Snowy
27.0,52.0,3.0,30.0,overcast,1004.32,Spring,7.5,coastal,Cloudy
-8.0,90.0,5.0,52.0,overcast,989.22,Winter,5.0,inland,Snowy
-1.0,98.0,15.5,73.0,overcast,981.72,Winter,4.0,mountain,Snowy
,27.0,7.5,,clear,1017.69,Winter,6.5,inland,Sunny
35.0,49.0,0.0,11.0,clear,1027.62,Summer,5.5,inland,Sunny
